	pex19Δ-1	pex19Δ-2	pex19Δ-3	pex19Δ-6	pex19Δ-7	pex19Δmsp1Δ-1	pex19Δmsp1Δ-2	pex19Δmsp1Δ-3	pex19Δmsp1Δ-4	pex19Δmsp1Δ-5	log$_2$(Fold Change)	p-val	padj	-log$_1$$_0$(p-value)	Cohen's $\mathit{d}$
POS5	8.11564	9.56606	9.5378	9.72677	11.6011	11.92	8.12898	9.05588	11.5958	10.752	0.08385252215075692	0.5453871764790937	0.9979149347641074	0.26329507770689514	0.39933830908055945
YCR051W	11.6531	7.15857	7.73689	10.8044	11.197	6.45452	12.4233	10.9199	10.4499	11.2024	0.0837015309157479	0.6853917376136753	0.9979149347641074	0.1640611352875592	0.26576374382430046
NGL1	7.54875	9.41545	9.22291	10.9291	11.4348	10.0288	8.43654	10.1752	12.3188	10.4896	0.08364004550627312	0.5485785540783908	0.9979149347641074	0.26076117454313313	0.3960956772819133
QRI7	8.90331	9.05154	8.09154	11.6059	10.9014	6.66356	9.09111	11.8543	12.3717	11.4656	0.0834855391983952	0.6569331109070189	0.9979149347641074	0.18247884816144896	0.2916903313851408
YJR111C	8.99831	8.9121	9.18976	12.501	11.8437	11.303	7.11809	9.99598	10.4814	9.65665	-0.08340378927878837	0.596772634999614	0.9979149347641074	0.22419109964587997	0.348394817603414
ANP1	9.65324	11.4624	13.3372	6.75581	7.34723	15.6188	11.8357	7.74939	6.45472	9.78548	0.08335933383087209	0.7836291102470776	0.9979149347641074	0.10588943921016306	0.17961149382230387
YDL183C	8.38592	9.18003	9.06352	10.5288	11.3985	13.7093	6.85045	8.88852	11.3989	10.596	0.08330708968638659	0.6640343888209079	0.9979149347641074	0.1778094289325378	0.28517219158078944
MRPL22	8.56079	9.88439	9.44788	11.3147	12.2345	10.7512	7.63753	8.97424	10.7055	10.4893	-0.08325185781189606	0.5396171388259114	0.9979149347641074	0.2679142651170444	0.4052297802511176
MRPL7	7.35619	9.51962	9.95413	10.6829	11.0467	11.8434	8.4416	8.80856	11.5064	10.8405	0.08314878870431447	0.5623256376648247	0.9979149347641074	0.2500121155968752	0.3822530498557204
LCP5	12.3895	10.5743	10.0895	8.50897	9.87631	9.03954	11.0385	10.1801	12.4388	5.86451	-0.08303931677638259	0.6638855154972845	0.9979149347641074	0.17790680658764016	0.28530849683337167
YSP3	8.38527	5.61551	4.6789	15.101	17.6568	4.25941	7.91645	11.9112	12.8472	11.6282	-0.08297845938385108	0.8550133285893297	0.9979149347641074	0.06802711511079906	0.11935580126434092
ATG20	10.5894	12.9419	15.1788	6.87004	5.85387	16.123	10.5761	6.88663	4.9808	9.99949	-0.08277537440726147	0.8306078044994845	0.9979149347641074	0.08060399251925862	0.13979019585888658
MTQ1	8.32224	8.54856	7.30251	10.5335	13.8602	8.6631	8.75589	10.1243	12.6288	11.2609	0.08271735520294939	0.6900347163229749	0.9979149347641074	0.16112905893198878	0.2615813079545381
GCV2	11.3054	9.23755	6.47615	12.7891	11.6167	6.23437	8.34594	14.2528	9.58074	10.1613	-0.0822486324543945	0.7495297038582966	0.9979149347641074	0.125211151386578	0.20901071001397092
SUI1	13.8567	10.6092	11.6008	9.82449	5.53272	9.53256	12.504	11.4214	7.54329	7.57494	-0.08218997037525201	0.7453950342465612	0.9979149347641074	0.12761350480259837	0.21260839101269127
TSR2	9.80832	9.23358	10.1221	8.4169	13.841	4.85251	8.52677	9.06933	16.8496	9.27996	-0.08207477475487845	0.7997468063560091	0.9979149347641074	0.09704748551673026	0.16586862013226492
REH1	14.0441	10.5109	9.93185	10.1906	6.74374	8.30517	12.6218	11.4166	7.70086	8.53443	-0.08203436306044765	0.716467126114611	0.9979149347641074	0.1448037316791349	0.23800229038246
PIF1	7.37798	9.47983	9.30003	9.62231	12.799	12.7871	7.68267	7.70755	11.5931	11.6504	0.0820153697492016	0.6926789991209767	0.9979149347641074	0.1594679792523394	0.2592049465539164
YMC2	8.64856	10.8239	10.4975	10.9799	10.4681	13.5505	7.53638	8.46269	8.92336	10.1091	-0.08184959835157411	0.627902421518366	0.9979149347641074	0.20210784207298363	0.31870398055491156
INO80	9.23311	10.4151	11.6268	8.82151	11.3211	10.6626	7.55564	6.89468	14.2174	9.25208	-0.08182907103284101	0.6994399902768448	0.9979149347641074	0.15524954065694058	0.25314717452531793
YPT1	11.96	8.32326	8.84122	12.4637	9.82802	8.54861	11.1519	11.432	8.87806	8.5732	-0.0817485448619213	0.6043948532095527	0.9979149347641074	0.2186792425994052	0.34105019199681214
YGL041W-A	8.29435	7.88314	7.50808	12.9641	14.7652	10.7656	6.02218	9.0893	11.3284	11.3797	-0.08166935636311216	0.7619582308554458	0.9979149347641074	0.1180688352302004	0.19824080748458237
MFM1	7.81917	10.8542	11.5901	10.5481	10.6009	13.7335	6.76599	8.23195	8.81267	11.0434	-0.08153282539858736	0.6922630676203042	0.9979149347641074	0.15972883747213149	0.25957846741744695
MNR2	12.2297	8.75997	8.39342	10.9331	8.27323	7.96482	13.8018	11.5377	8.47122	9.63508	0.08142419929563227	0.6834013333093957	0.9979149347641074	0.16532417823209306	0.2675606311909583
RPS18A	11.797	9.07473	8.93024	9.31659	9.47175	10.2001	10.1517	11.0107	9.36956	10.6777	0.08137364036807988	0.37235173549468653	0.9796808912089705	0.429046617612181	0.5976304365532563
SEC14	13.1683	9.81512	10.0596	11.424	6.94033	8.12141	12.4826	11.3681	6.27427	10.3463	-0.08123564179116616	0.7208205507944825	0.9979149347641074	0.14217283999595687	0.2341545727493751
LDH1	10.7786	11.1211	11.6521	8.71012	6.33106	14.048	10.8875	9.42467	6.91009	10.1368	0.08121859637391221	0.720181488083923	0.9979149347641074	0.1425580461504154	0.23471879642060084
ADA2	7.69215	8.90297	7.12238	9.44309	15.4336	11.4414	7.81157	10.0076	15.1393	7.00594	0.08114759207729308	0.793235200128648	0.9979149347641074	0.10059802204812573	0.17140987728662227
RPS20	12.4426	9.12463	9.27754	8.46433	9.28741	9.04871	11.6147	11.8107	9.80379	9.12554	0.08101220092679091	0.5586443898729216	0.9979149347641074	0.25286455823237103	0.3859403435141667
DRS2	11.4198	11.1075	11.2109	8.0989	6.75975	14.2263	11.6814	9.36517	6.93857	9.19165	0.08099228413406341	0.7295960397523191	0.9979149347641074	0.13691753202391466	0.22642733157929917
ICE2	11.1502	10.7305	12.0672	7.17624	7.47529	10.4279	12.8454	10.2113	8.02755	9.88845	0.08084580688456694	0.6691826284935481	0.9979149347641074	0.1744553415400623	0.2804674457420779
MUD2	9.34735	11.3905	9.26758	11.1966	10.1977	9.84324	7.98747	12.3006	10.2886	8.18031	-0.08079793650551821	0.5529156604393329	0.9979149347641074	0.25734110920022474	0.3917067231456047
RCK2	11.7477	11.2391	10.1538	10.4236	7.82966	9.02039	11.1339	12.5542	7.80377	8.09389	-0.08045714608172311	0.6376624595664115	0.9979149347641074	0.19540915002397086	0.3095536806433867
MMM1	9.54558	8.2722	8.49888	9.27665	13.0142	7.9943	10.3546	9.73657	12.5219	10.785	0.08037495312340105	0.6349007746639587	0.9979149347641074	0.19729414302790443	0.3121355780037255
NUC1	8.43927	8.62613	8.38724	12.1145	11.041	12.4858	7.5971	9.60705	9.95147	11.7505	0.080343622002523	0.6438982463986966	0.9979149347641074	0.1911827576698055	0.3037444239618273
PRS3	8.78557	14.7191	14.098	7.34551	3.66207	20.6428	10.062	5.57298	3.68488	11.427	0.08021755328404127	0.8816895090589563	0.9979149347641074	0.054684326707907925	0.0971779127645405
BUL1	12.9792	9.82481	9.19128	8.94585	7.67165	9.01092	13.5594	12.6234	8.33534	7.85811	0.08007226597307047	0.715624357528489	0.9979149347641074	0.14531488587969627	0.2387482820157909
PAB1	10.5795	10.6325	10.955	9.11827	10.1012	9.01252	10.6047	11.453	10.3354	7.20789	-0.08003124585756764	0.5113989816454632	0.9979149347641074	0.2912401411243027	0.434606348831101
POA1	11.559	9.39725	8.67019	11.1716	10.5876	7.20276	11.9427	10.8491	9.63411	8.98567	-0.07998331153650408	0.5851392141944314	0.9979149347641074	0.2327407958602688	0.35970401649471784
MRPL50	8.88658	9.57499	10.6584	10.795	11.4688	10.5381	8.15304	8.64914	10.6859	10.59	-0.07987620535116172	0.4610407627519507	0.9979149347641074	0.33626067492355693	0.4896887842388251
ECM30	9.91244	10.2044	9.37323	10.6392	11.2531	6.42687	8.44524	10.5561	12.0381	11.1513	-0.0797944622911851	0.6172555177365409	0.9979149347641074	0.20953501915735578	0.32876947604324214
PIK1	9.99599	12.2555	14.1616	8.93655	6.02916	16.4196	7.82873	6.53665	6.21168	11.6245	-0.07958888165052208	0.8226899353555158	0.9979149347641074	0.08476381574388318	0.14645377454826383
YCK2	10.3014	7.81427	7.71885	8.76392	14.0228	5.72056	9.64766	12.4864	16.1077	7.41646	0.0795859462876663	0.8072254141017229	0.9979149347641074	0.0930051735422122	0.1595219077327038
FES1	13.5351	8.83768	8.08006	13.323	7.60202	7.34957	11.0534	15.7411	6.26779	8.21031	-0.0795325180308733	0.8034735384964847	0.9979149347641074	0.09502842166877226	0.16270364784974814
TKL1	13.3793	8.02715	7.38114	11.3935	8.44256	6.91842	13.3212	14.0265	7.28176	9.82844	0.07944536081853014	0.7759434753708814	0.9979149347641074	0.11016991434570858	0.186197677734307
RPL5	13.0882	9.54247	10.1164	8.50334	7.37623	10.0018	11.9357	11.2662	8.37677	9.79291	0.07927408801092707	0.6438336004338538	0.9979149347641074	0.19122636206757074	0.30380450372962686
OLA1	10.6211	13.415	14.0054	8.07508	5.25655	16.8606	9.43421	7.62672	4.80148	9.90385	-0.07926054023295279	0.8370200974080652	0.9979149347641074	0.07726411418280027	0.13440641647625648
HRI1	15.3677	8.08739	7.77014	13.6612	6.48411	5.93432	13.7293	14.2236	6.13327	8.60895	-0.07911126108541867	0.8336209774342715	0.9979149347641074	0.07903136521859136	0.13725894284497953
SED4	12.061	10.1025	12.5267	8.89378	7.77942	11.7875	10.98	8.68666	7.22618	9.95625	-0.07869862246441095	0.6659969765803577	0.9979149347641074	0.17652774238742797	0.28337664264526397
THR4	14.7667	7.6401	6.55702	12.556	7.11714	6.51316	14.8677	15.1424	6.35039	8.48944	0.07867893998298145	0.8373230647554893	0.9979149347641074	0.07710694562668519	0.1341523169667469
IMG1	7.88739	9.02925	8.9647	10.9486	11.8075	12.8738	6.90778	9.35759	11.1023	11.1212	0.07865290496294676	0.6711699149412451	0.9979149347641074	0.1731675189073597	0.27865591738395096
VAS1	10.1018	7.92713	6.2415	10.949	13.4182	5.17916	10.44	11.5846	13.0109	11.1478	0.07864137057450286	0.7728313676706118	0.9979149347641074	0.11191525909542026	0.1888709513239956
COQ1	7.59214	7.81192	7.7725	10.9935	14.4679	10.0798	7.23953	9.10386	13.6068	11.332	0.07861838044856984	0.7591488657111689	0.9979149347641074	0.11967305253989553	0.2006695514832765
NOC3	11.1298	12.592	14.3129	6.38657	6.94055	13.8393	10.1099	8.53096	8.0499	8.1081	-0.07860767297921614	0.782157961352942	0.9979149347641074	0.10670552978387378	0.18087048925679164
YNL115C	11.7038	11.5465	13.5747	8.746	5.78241	12.6411	11.2646	8.48779	5.75357	10.4996	-0.07811932309953715	0.7730340204779556	0.9979149347641074	0.11180139278189709	0.18869676055550477
UTP30	12.0119	11.3069	11.8164	8.01657	8.1995	12.6826	9.56966	9.88851	8.38773	8.12029	-0.0779960346422915	0.6655892569085106	0.9979149347641074	0.17679369648747348	0.28374945395435314
ICT1	8.46031	9.84203	9.12866	10.8755	10.3423	13.6222	7.9793	10.6676	8.55035	10.5318	0.0779951761964507	0.6303296787298842	0.9979149347641074	0.20043224387363803	0.31642163310364546
TSC13	11.798	9.51232	12.1257	8.22433	6.9887	11.9848	12.9087	8.55358	6.99072	10.9132	0.07798073871118019	0.7246413460396277	0.9979149347641074	0.13987688994738456	0.23078549806804555
SSA3	16.672	8.82748	8.61072	10.583	6.6568	5.32473	11.2263	16.965	9.1391	5.9948	-0.07792654735877962	0.8472209930576298	0.9979149347641074	0.07200329150287307	0.12586393204441068
SKG3	11.9328	9.63994	8.92047	11.3405	9.51627	7.66006	11.4594	11.5491	9.06805	8.91335	-0.07792509581389484	0.5887352707103002	0.9979149347641074	0.2300799451356728	0.35619505261009266
RSP5	11.18	12.1029	11.832	8.53319	7.70077	10.6436	10.3002	9.91653	8.71229	9.07855	-0.07785774707402263	0.594053822556569	0.9979149347641074	0.22617420522018278	0.35102693301903376
EFR3	11.8232	7.64364	6.38948	12.3605	13.13	5.94736	10.5912	11.8182	11.6886	8.60777	-0.07774230979880839	0.7663798584196414	0.9979149347641074	0.11555591767188211	0.1944247889234349
MRPS18	9.60801	9.69598	9.15443	11.4634	8.73406	9.65946	9.6197	10.2536	10.2735	11.5379	0.07758602713611826	0.38169738331965797	0.9858608661935128	0.4182808172940993	0.5854393936035549
CUE3	12.3557	6.22623	9.4638	11.0501	12.2455	4.68201	11.6509	12.1706	12.984	7.17113	-0.07742467171249474	0.7929081004893422	0.9979149347641074	0.10077714529675214	0.17168861646461625
YOR228C	9.57584	10.2025	9.61007	11.098	10.8548	10.2636	7.2895	9.1339	11.0134	10.9585	-0.0774135909003004	0.5029810192901976	0.9979149347641074	0.29844840335970413	0.4435635033308201
URC2	9.53416	14.8942	15.6736	5.63904	5.59841	17.4877	9.25769	5.93863	5.34476	10.6319	-0.0773102352444914	0.8660521690655248	0.9979149347641074	0.06245594625647099	0.1101601842765912
RLP7	10.6071	10.9211	11.7407	7.31021	8.08275	11.2792	11.1652	9.50553	9.87838	9.50978	0.07723815699271531	0.5874232695336341	0.9979149347641074	0.23104885381272391	0.3574738985582936
NEO1	10.9714	12.229	13.5148	7.32603	4.62194	17.0761	11.5067	7.62169	4.45168	10.6807	0.07716503483301665	0.8464160183816805	0.9979149347641074	0.07241612622932321	0.12653708199880584
PBP4	11.0452	7.26908	6.33741	9.96844	14.0437	8.22567	11.187	12.0926	11.85	7.98091	0.07712607737946721	0.753406858243746	0.9979149347641074	0.12297043074297444	0.20564390781394973
RPS24A	13.5799	10.0041	9.41243	9.00946	6.65825	9.41462	11.9462	12.0191	8.38545	9.57051	0.07710845621151767	0.6992391089425599	0.9979149347641074	0.15537428929391647	0.2533267903121202
PPZ1	11.2382	7.78092	7.10369	12.6718	9.86979	7.58466	8.61256	13.2147	11.1924	10.7313	0.07709344147036926	0.7198365531019435	0.9979149347641074	0.1427661037689586	0.23502342276950167
MDS3	12.7831	8.99435	8.80881	10.6326	10.1164	7.74775	11.196	11.2136	10.131	8.37624	-0.07707769159309022	0.6121568285532151	0.9979149347641074	0.2131373016289583	0.3336218533715222
VIP1	9.90167	12.9621	13.5238	7.71311	7.23467	16.0576	9.22068	8.68969	7.27883	7.41789	-0.0770772563310174	0.8037381061253862	0.9979149347641074	0.09488544079535158	0.16247913435239106
SHO1	10.0186	9.85686	9.68814	10.5073	8.59472	12.1077	10.8847	9.17803	8.60805	10.5559	0.0770224256633048	0.4673214333887955	0.9979149347641074	0.3303842998894097	0.4826110834993976
AFG3	8.15753	10.1995	10.0776	9.88108	10.3524	12.3731	8.50968	8.83	10.1388	11.4803	0.07687834996122937	0.5462524360011062	0.9979149347641074	0.26260661329020935	0.39845804471308954
THS1	11.759	10.56	10.5975	9.43546	6.32094	11.0353	13.0055	11.4046	6.96886	8.91279	0.07660060967604523	0.7149895287094745	0.9979149347641074	0.14570031855835194	0.2393104545350884
DAP1	11.1638	8.00375	8.02227	10.1337	11.3501	6.24076	12.1038	11.6389	11.562	9.78085	0.07655846859785448	0.6952509330220052	0.9979149347641074	0.15785841964318226	0.2568974656520968
FMP27	11.3359	9.31563	9.1682	9.21003	9.64439	10.6074	10.8315	10.6889	10.2875	8.91054	0.07652954842705417	0.35343138082120495	0.977854671444642	0.451694892541655	0.6230256712555585
PNT1	8.76171	10.8259	11.1657	10.0903	7.83085	14.6979	8.77582	8.43792	8.46801	10.946	0.07651501946464108	0.7062122051058133	0.9979149347641074	0.1510647810177509	0.2471049161491351
MIC14	5.99835	7.03572	6.73339	7.58256	21.3262	3.98773	9.39689	7.69955	18.1012	12.1384	0.07641000934344071	0.891133879446036	0.9979149347641074	0.05005704485552478	0.08935968186205667
FMP40	9.16025	9.5474	7.23199	10.2164	15.1669	6.3126	8.67663	9.32383	14.165	10.199	-0.07636178190605213	0.7811156751503331	0.9979149347641074	0.10728464684036486	0.18176295100796086
CCC1	10.7271	10.5954	12.566	8.01413	6.77453	12.8454	12.158	8.14944	6.58296	11.5869	0.07635207165075572	0.7500435815089327	0.9979149347641074	0.1249135010630383	0.20856409855196945
SSP120	11.544	10.5452	11.1037	8.93331	6.55122	14.7803	12.5703	9.19061	5.75241	9.02886	0.07633788513230771	0.7771989699448347	0.9979149347641074	0.10946778366099773	0.18512026888231564
ECM38	9.04503	7.1411	6.42542	11.697	14.3699	6.47581	10.1367	9.47069	12.5944	12.644	0.0762829174707431	0.7840546951762927	0.9979149347641074	0.10565364014119215	0.17924743025219528
MTF1	8.23414	8.766	9.38884	10.5673	11.7253	10.4407	8.32216	9.23302	12.1109	11.2116	0.07609963602845986	0.5845364016490351	0.9979149347641074	0.2331884382351627	0.36029340010374505
GPD2	8.38265	11.4433	10.2656	8.8244	9.76588	13.7596	8.51595	8.59798	9.47374	10.9709	0.07608632354710865	0.650020705363211	0.9979149347641074	0.18707280938518997	0.2980678802657602
PSD2	11.951	11.3211	12.9935	7.54091	4.87733	13.3113	11.5489	7.72441	6.55176	12.1798	0.07597053145304197	0.800587590849417	0.9979149347641074	0.09659114576649916	0.1651541720119119
RPB4	13.0446	8.71903	8.6982	9.65001	8.57289	7.52116	12.6287	12.918	9.84853	8.3989	0.07591941706935205	0.7134494512904949	0.9979149347641074	0.14663679172002175	0.24067513973771368
COX6	7.68538	9.56333	9.15097	11.7877	13.1267	11.9603	6.61311	9.8936	10.1863	10.0325	-0.07585339458955852	0.697019238320643	0.9979149347641074	0.15675523484145767	0.25531316796026987
TRM8	13.3563	9.37714	12.7205	9.64979	6.20962	10.293	12.1293	12.2032	6.55865	7.50261	-0.07580471964845065	0.7701568879918598	0.9979149347641074	0.11342079606290852	0.1911713076350634
MRP8	13.7362	7.59045	6.29871	11.0953	9.96617	6.38999	12.3368	15.8988	8.61263	8.07502	0.0757995527004176	0.8135725379122387	0.9979149347641074	0.08960371941970878	0.15414948596885625
COQ9	8.38995	8.42562	8.92307	11.1752	14.398	11.2927	6.43741	7.9359	11.9402	11.082	-0.07571929875189967	0.7480935052859621	0.9979149347641074	0.12604411564925752	0.2102595258198661
YBL107C	5.47057	5.99688	5.58855	9.86369	21.7688	4.19567	8.08839	8.8653	18.2494	11.9127	0.07570031780767635	0.8963174463404198	0.9979149347641074	0.04753815018453837	0.085075215319745
SYP1	10.7627	10.5454	10.0747	8.37851	8.92813	8.60189	10.4277	12.8601	12.4388	6.98203	0.07564573882184797	0.6766349361885912	0.9979149347641074	0.1696455823650357	0.27368709133221575
TAM41	9.10751	11.8785	12.5174	9.97975	7.82656	14.9244	7.56466	8.1125	7.41534	10.6733	-0.07560072604626768	0.7613481618379151	0.9979149347641074	0.11841669646590433	0.19876794510636714
HOM2	13.561	8.35298	7.12479	11.4432	8.20883	6.86712	12.9636	15.0397	7.62697	8.81177	0.07556720228108144	0.799211881910389	0.9979149347641074	0.09733806806315837	0.16632328962313012
CPR8	11.1094	11.6698	13.2509	8.11413	4.54832	18.2109	10.9219	7.77033	3.30755	11.0968	0.07546811270105387	0.860636939029507	0.9979149347641074	0.06518001768594996	0.11466780450396032
SLS1	7.9865	9.28475	8.60077	10.2819	12.5443	9.4074	8.32466	9.25882	12.461	11.8499	0.07513984299248896	0.6574939610921104	0.9979149347641074	0.1821082316996758	0.291174309520554
DGK1	12.0121	8.35958	10.1379	8.65312	9.53561	10.1246	10.8424	10.1162	9.65988	10.5586	0.07513436454976691	0.46651693055171717	0.9979149347641074	0.3311325904774765	0.48351413116058595
PRD1	9.87097	7.8785	6.05744	11.8193	15.6738	5.03028	8.56302	10.1802	13.3218	11.6047	-0.0750373347517881	0.8176931844765416	0.9979149347641074	0.08740962210427793	0.15066829489347205
YGR235C	8.80246	10.9353	10.6972	9.34397	8.92453	12.066	9.10606	9.71291	9.22073	11.1908	0.07483612483818895	0.5020077621811139	0.9979149347641074	0.299289567623182	0.44460517515815984
YNL208W	12.8533	7.46974	8.54167	13.0198	9.41124	9.51295	9.20756	11.2849	8.66827	10.0306	-0.07479074135723503	0.6820908478866488	0.9979149347641074	0.16615777767746046	0.26874500259794915
POL32	8.60301	12.1398	11.6238	8.83419	7.51095	17.9173	8.37336	6.48707	6.97322	11.5373	0.07435853230841809	0.8279018634254112	0.9979149347641074	0.082021139904419	0.14206548949888362
MRPL51	8.29676	8.46959	9.5723	11.6605	13.2877	12.134	6.1421	8.63562	11.5202	10.2812	-0.07427857626119112	0.7316740485325994	0.9979149347641074	0.13568234851855848	0.22460305786596899
GLO4	8.55843	8.80025	7.94436	10.1619	13.2502	7.7602	8.85964	10.1845	13.345	11.1355	0.07416221063041906	0.7135335596845745	0.9979149347641074	0.14658559585967595	0.24060057814330532
YLR241W	11.2631	11.7625	12.6831	7.76846	5.23976	16.9212	9.50632	7.50486	6.31144	11.0393	0.07406111086154289	0.8306853459569901	0.9979149347641074	0.08056345081579272	0.13972502499806042
APA1	15.1303	8.43687	7.18945	11.4566	6.50376	7.17527	14.4274	15.0217	6.38287	8.27587	0.07405905271258	0.8387498133823216	0.9979149347641074	0.07636756345131154	0.13295602394644074
YDR444W	10.9872	12.2528	13.6066	8.38642	6.04889	16.0837	9.33689	5.8265	5.39422	12.0768	-0.07399183074147156	0.8374155691554994	0.9979149347641074	0.07705896900549362	0.13407473811296317
VTC1	11.733	9.93685	13.59	7.46523	5.99343	10.591	13.5505	8.22979	4.96515	13.9451	0.07396957643276626	0.8197006937905578	0.9979149347641074	0.08634469732855227	0.14897417013522185
MIS1	7.86367	9.73768	9.58156	10.3625	11.1756	11.7774	7.79421	8.87463	11.36	11.4727	0.07382239892797586	0.6136840396431721	0.9979149347641074	0.21205517146111302	0.33216619219735394
AIM10	7.25707	9.44967	9.49275	10.5113	12.0117	11.654	8.02604	9.30114	11.6636	10.6326	0.07373468467716353	0.6393952436329646	0.9979149347641074	0.19423059870499465	0.3079365770546206
STB1	8.71101	7.17534	6.4389	11.5596	17.392	4.85888	7.96844	11.439	13.8217	10.6351	-0.07370111852324193	0.8440678819485731	0.9979149347641074	0.07362262497363634	0.12850160187887175
NCL1	15.4257	9.02112	7.78055	11.8723	7.17565	6.24523	14.3027	13.1859	6.814	8.17682	-0.07361276801111802	0.8272742296508662	0.9979149347641074	0.0823505041323652	0.14259352869433325
IML2	10.2458	9.82338	10.3171	9.40399	8.93684	12.4485	9.50998	10.0549	9.46627	9.79326	0.07347212141491852	0.432632005730464	0.9979149347641074	0.3638813549894711	0.5225423071397963
ADH6	13.181	8.62604	7.1433	12.8152	9.49898	5.7082	11.7139	10.9956	8.70042	11.6174	-0.07298704907396249	0.7668240613695189	0.9979149347641074	0.11530426830823956	0.1940418634654176
YPL109C	9.00869	9.28338	9.33472	10.654	10.4552	11.5501	7.80159	9.55904	10.8663	11.487	0.07295934621744081	0.5375769019253752	0.9979149347641074	0.269559399890723	0.40732196689509026
TRS23	9.16847	12.9969	14.5729	5.84265	6.15531	18.2735	9.67144	7.58238	5.95503	9.7815	0.07294717604590634	0.8594433969060792	0.9979149347641074	0.06578272074636644	0.11566217456130512
PUN1	10.3614	7.72587	5.36942	15.3517	12.4554	6.38191	11.8094	12.7246	10.1059	7.71445	-0.07294459942950765	0.817440115520476	0.9979149347641074	0.08754405328739683	0.15088194369025495
ARF1	10.7024	13.6493	13.0625	9.50742	4.34136	13.8671	10.4667	9.93276	4.89423	9.57614	-0.07290197050147908	0.8236322536510177	0.9979149347641074	0.0842666546373181	0.1456597942558114
RSM22	7.2675	8.53095	7.68164	10.722	14.5368	9.61742	7.51321	8.59376	13.6012	11.9355	0.07279076108666749	0.779149071166461	0.9979149347641074	0.10837944272368072	0.183447963507215
PAM17	7.36247	9.55663	9.24432	11.2994	13.7957	12.3973	6.10115	8.42078	11.1725	10.6497	-0.07264324576053612	0.7545931162644989	0.9979149347641074	0.12228716094522611	0.20461509381184423
RPA49	11.4289	8.28465	8.46462	10.9167	12.1627	9.2442	9.63767	11.3203	11.4412	7.09904	-0.07258750064082449	0.665726518815454	0.9979149347641074	0.17670414284428937	0.2836239321365339
TFB1	10.2175	11.3168	12.7332	8.15459	6.32324	15.0657	8.43851	8.77853	9.08581	9.88615	0.07242029478752404	0.7718511630282135	0.9979149347641074	0.11246643710903607	0.18971371422060707
TMA17	13.4512	11.798	10.0132	9.90958	6.07849	8.56342	11.311	12.5102	8.04279	8.3221	-0.07217751727197129	0.7516473371114767	0.9979149347641074	0.12398587679006816	0.20717101404753913
YHR162W	7.91452	8.9763	10.2762	10.8688	13.2144	12.5783	8.00944	8.13464	9.17413	10.8533	-0.07216160159731248	0.7004130802130314	0.9979149347641074	0.15464575206417955	0.2522774154235907
RPB8	15.4857	9.37615	8.49294	11.5363	6.35748	7.72661	11.1695	13.3074	9.19738	7.35055	-0.07206691612121474	0.8002413816562484	0.9979149347641074	0.09677899437132062	0.16544833124473304
MRP4	7.21297	8.38782	7.82164	10.7117	14.618	9.43216	8.64112	9.37901	12.7107	11.0849	0.07202735442402487	0.7540783491807572	0.9979149347641074	0.12258352833564956	0.20506146531978545
RPP1B	13.0305	7.99893	8.54709	10.3616	8.81597	9.09526	11.5907	10.8404	9.66006	10.0595	0.0719138952459805	0.6348293963315462	0.9979149347641074	0.1973429710649708	0.3122023847153866
KEL1	11.4361	7.82262	7.57764	8.8493	13.0698	4.65096	10.0545	13.4504	15.4291	7.65973	0.07183872793366679	0.8279263726646979	0.9979149347641074	0.08200828322382055	0.14204487169867566
OSH7	7.95606	16.1204	18.3916	5.08328	3.693	17.2469	9.08323	5.19894	4.80178	12.4248	-0.07182325215678945	0.8983021007132861	0.9979149347641074	0.04657758470377897	0.08343597474411421
TUM1	9.19434	9.52558	8.35955	10.7066	13.4579	7.14673	8.65061	10.1285	12.6406	10.1896	-0.0718012952376415	0.7060029723052565	0.9979149347641074	0.1511934705444368	0.24729122112084376
MCR1	7.61178	7.89828	7.0117	11.0935	15.1439	6.42984	9.08695	10.8021	13.7542	11.1678	0.07162226188545293	0.8051529125670156	0.9979149347641074	0.09412163170971136	0.16127890890923466
FYV4	7.08158	9.52412	8.67727	10.6471	12.8323	10.3016	9.13146	9.45946	11.5981	10.7469	0.07143240095609814	0.6536481103532391	0.9979149347641074	0.18465598999463687	0.29471705678420024
LSM4	11.642	9.86128	10.9924	7.82334	10.9171	10.2986	11.2096	9.73376	10.8265	6.69555	-0.07134445999941084	0.6491533640921507	0.9979149347641074	0.18765268792920836	0.29887044358693377
DNF3	10.6263	11.8159	13.0469	8.93811	6.80889	13.1356	10.4562	8.0268	6.28859	10.8568	-0.07134448854880217	0.7672049018993563	0.9979149347641074	0.11508863099244979	0.19371362259341818
YBL055C	9.51457	7.25708	5.77889	11.4045	17.2786	4.87078	9.08303	10.2873	13.8811	10.6442	-0.07120362419830496	0.8470175806794127	0.9979149347641074	0.07210757536844474	0.1260340179853108
MSC7	10.8751	10.6973	11.5591	8.57668	7.05873	12.2034	11.9369	9.22221	7.40287	10.4677	0.07117306317871001	0.697351181098558	0.9979149347641074	0.15654845919924426	0.2550159638548978
AKR1	11.361	14.3096	15.245	6.77332	3.54087	18.1513	10.3555	7.44115	3.50269	9.31951	-0.07098456833340229	0.8845180865325271	0.9979149347641074	0.05329328225571107	0.09483467488856433
